priority_rank,name,state,city,tier,assets_musd,offices,est_net_benefit,net_low,net_high,roi_pct,log_assets,log_offices,cluster,segment,segment_rank
2035,The Fisher National Bank,IL,Fisher,Small community,369.3,6.0,102329.55426715656,34661.29259715656,169997.81593715653,124.00963450030731,5.567379307650978,1.9459101490553132,0,C — Moderate,3
2036,Cowboy Bank,OK,Kremlin,Small community,369.3,5.0,102303.90410411122,34650.66606411123,169957.1421441112,123.99506823753384,5.567379307650978,1.791759469228055,0,C — Moderate,3
2037,The Farmers Bank of Appomattox,VA,Appomattox,Small community,369.0,6.0,102224.14084972016,34617.622634720174,169830.6590647202,123.94975830694734,5.567026366159061,1.9459101490553132,0,C — Moderate,3
2038,Bank of Hays,KS,Hays,Small community,368.9,4.0,102197.24115360112,34606.47942860113,169788.00287860114,123.9344730744786,5.566908655226803,1.6094379124341003,0,C — Moderate,3
2039,Banner Capital Bank,NE,Harrisburg,Small community,368.9,7.0,102192.23660643325,34604.40632143322,169780.0668914332,123.93162907442712,5.566908655226803,2.0794415416798357,0,C — Moderate,3
2040,"Golden Belt Bank, FSA",KS,Hays,Small community,368.0,3.0,101922.01319666908,34492.48067166909,169351.54572166907,123.77794302966645,5.565847818673518,1.3862943611198906,0,C — Moderate,3
2041,Byron Bank,IL,Byron,Small community,368.0,4.0,101897.62016963992,34482.37841463993,169312.86192463996,123.76405794604784,5.565847818673518,1.6094379124341003,0,C — Moderate,3
2042,The First National Bank of Oneida,TN,Oneida,Small community,367.9,4.0,101882.60925261084,34476.161817610846,169289.0566876108,123.7555124013996,5.565729787831127,1.6094379124341003,0,C — Moderate,3
2043,Community First National Bank,KS,Manhattan,Small community,367.0,2.0,101596.17672687104,34357.55423187104,168834.79922187104,123.59230656845226,5.56466606425209,1.0986122886681096,0,C — Moderate,3
2044,The Hocking Valley Bank,OH,Athens,Small community,366.9,5.0,101575.54047215056,34349.01016715057,168802.07077715057,123.58053776107552,5.564547711755948,1.791759469228055,0,C — Moderate,3
2047,West View Savings Bank,PA,Pittsburgh,Small community,365.2,5.0,101029.08550988724,34122.815024887226,167935.3559948872,123.26837923818988,5.562530768862262,1.791759469228055,0,C — Moderate,3
2048,Frazer Bank,OK,Altus,Small community,364.4,6.0,100776.23910183272,34018.18955183269,167534.28865183267,123.12360420291822,5.56157836830096,1.9459101490553132,0,C — Moderate,3
2049,The First National Bank of Grayson,KY,Grayson,Small community,364.3,7.0,100760.61327589383,34011.724475893854,167509.5020758938,123.11465010022064,5.561459171241916,2.0794415416798357,0,C — Moderate,3
2050,Rabun County Bank,GA,Clayton,Small community,364.2,4.0,100718.73679221442,33994.39880221441,167443.07478221442,123.09064946848594,5.561339941458901,1.6094379124341003,0,C — Moderate,3
2051,Municipal Trust and Savings Bank,IL,Bourbonnais,Small community,363.0,2.0,100344.08341053742,33839.420205537426,166848.74661553744,122.87566134094068,5.559906625036112,1.0986122886681096,0,C — Moderate,3
2052,Pioneer Bank,VA,Stanley,Small community,362.8,7.0,100294.09442362846,33818.745618628454,166769.44322862846,122.8469401440794,5.559667278388058,2.0794415416798357,0,C — Moderate,3
2053,First National Bank of Hereford,TX,Hereford,Small community,362.7,4.0,100245.98146319024,33798.84776819023,166693.1151581902,122.81928881402166,5.559547555580434,1.6094379124341003,0,C — Moderate,3
2054,First Bank Elk River,MN,Elk River,Small community,362.5,4.0,100188.18529439942,33774.94637439943,166601.4242143994,122.78606199073872,5.559308010907013,1.6094379124341003,0,C — Moderate,3
2055,Citizens Bank,MO,New Haven,Small community,362.4,4.0,100153.82097199898,33760.73570199897,166546.90624199892,122.76630067754463,5.559188189004775,1.6094379124341003,0,C — Moderate,3
2056,Gulfside Bank,FL,Sarasota,Small community,362.3,2.0,100141.32503366558,33755.56836366559,166527.08170366555,122.7591138531376,5.559068334034537,1.0986122886681096,0,C — Moderate,3
2057,Glenwood State Bank,IA,Glenwood,Small community,362.1,4.0,100077.90961814516,33729.34559314516,166426.47364314515,122.72263337911544,5.558828524817011,1.6094379124341003,0,C — Moderate,3
2058,Kirkwood Bank & Trust Co.,ND,Bismarck,Small community,361.7,4.0,99949.83672594248,33676.39085094247,166223.2826009425,122.6489161700979,5.55834850876162,1.6094379124341003,0,C — Moderate,3
2060,First Shore Federal Savings and Loan Association,MD,Salisbury,Small community,361.6,7.0,99904.85741132536,33657.79449632537,166151.92032632537,122.6230133525512,5.558228421803325,2.0794415416798357,0,C — Moderate,3
2061,Logan Bank & Trust Company,WV,Logan,Small community,361.5,6.0,99867.06325189104,33642.169351891025,166091.95715189097,122.60124300463023,5.55810830163055,1.9459101490553132,0,C — Moderate,3
2062,Community Bank,TN,Lexington,Small community,361.4,4.0,99862.37808655549,33640.23241155548,166084.5237615555,122.59854389655706,5.557988148224913,1.6094379124341003,0,C — Moderate,3
2063,F&M Bank,NE,West Point,Small community,361.1,6.0,99753.9983560774,33595.4282860774,165912.5684260774,122.53608575979476,5.557627488426826,1.9459101490553132,0,C — Moderate,3
2064,Shelby County State Bank,IL,Shelbyville,Small community,361.1,6.0,99745.2533321291,33591.81328212909,165898.69338212907,122.53104434026542,5.557627488426826,1.9459101490553132,0,C — Moderate,3
2066,Farmers Trust and Savings Bank,IA,Buffalo Center,Small community,360.9,6.0,99679.35484200956,33564.57315700957,165794.13652700954,122.49304609682454,5.557386882059507,1.9459101490553132,0,C — Moderate,3
2067,OSB Community Bank,IL,Ottawa,Small community,360.8,3.0,99663.73947742034,33558.11854242034,165769.36041242033,122.4840398200781,5.557266528869904,1.3862943611198906,0,C — Moderate,3
2068,Heritage Bank National Association,MN,Spicer,Small community,360.8,5.0,99655.3072429136,33554.633112913594,165755.98137291358,122.47917611926484,5.557266528869904,1.791759469228055,0,C — Moderate,3
2069,AmeriFirst Bank,AL,Montgomery,Small community,360.6,6.0,99602.5286950602,33532.8179000602,165672.23949006016,122.44872799215634,5.557025722386383,1.9459101490553132,0,C — Moderate,3
2070,Milestone Bank,UT,Salt Lake City,Small community,360.5,1.0,99570.3627288808,33519.52307888081,165621.2023788808,122.43016665028294,5.556905269055448,0.6931471805599453,0,C — Moderate,3
2071,One American Bank,SD,Centerville,Small community,360.3,3.0,99512.27822994928,33495.51656994928,165529.0398899493,122.39664004794608,5.556664262122569,1.3862943611198906,0,C — Moderate,3
2072,United Southern Bank,KY,Hopkinsville,Small community,360.3,7.0,99505.09588260487,33492.54816760488,165517.64359760488,122.39249356394946,5.556664262122569,2.0794415416798357,0,C — Moderate,3
2073,First National Bank in Port Lavaca,TX,Port Lavaca,Small community,359.9,4.0,99391.11941210942,33445.44517210942,165336.79365210942,122.32666939606946,5.556181846652911,1.6094379124341003,0,C — Moderate,3
2074,Commercial Bank and Trust of PA,PA,Latrobe,Small community,359.7,7.0,99321.48841916768,33416.67112416767,165226.30571416765,122.28643382346996,5.555940437818511,2.0794415416798357,0,C — Moderate,3
2075,Murphy Bank,CA,Fresno,Small community,359.6,2.0,99282.14667167664,33400.41446667662,165163.87887667658,122.2636932054486,5.555819683061191,1.0986122886681096,0,C — Moderate,3
2076,The First National Bank of Bangor,WI,Bangor,Small community,359.4,5.0,99214.70590306648,33372.54813806647,165056.86366806648,122.22469816300828,5.555578072772955,1.791759469228055,0,C — Moderate,3
2077,American Bank,LA,Covington,Small community,359.3,5.0,99201.9049638886,33367.2590138886,165036.55091388858,122.21729473837352,5.5554572172046495,1.791759469228055,0,C — Moderate,3
2078,Citizens First Bank,IA,Clinton,Small community,359.3,3.0,99200.34388068476,33366.61400568478,165034.07375568477,122.2163918470373,5.5554572172046495,1.3862943611198906,0,C — Moderate,3
2079,The Bank of Herrin,IL,Herrin,Small community,359.1,5.0,99134.46754511692,33339.39603511692,164929.53905511688,122.17828295927532,5.555215405126073,1.791759469228055,0,C — Moderate,3
2080,FlatIrons Bank,CO,Boulder,Small community,358.9,3.0,99079.52062068046,33316.69495068048,164842.34629068046,122.1464851729581,5.55497345833324,1.3862943611198906,0,C — Moderate,3
2081,Citizens Savings Bank,PA,Clarks Summit,Small community,358.9,6.0,99074.83773073036,33314.760285730365,164834.91517573033,122.14377470176734,5.55497345833324,1.9459101490553132,0,C — Moderate,3
2082,"Roxboro Savings Bank, SSB",NC,Roxboro,Small community,358.5,2.0,98939.97633942297,33259.04777442296,164620.90490442293,122.06568394783368,5.554489160003819,1.0986122886681096,0,C — Moderate,3
2083,Farmers State Bank,IL,Pittsfield,Small community,358.1,6.0,98821.98189052742,33210.308595527415,164433.6551855274,121.99730820860889,5.554004321011903,1.9459101490553132,0,C — Moderate,3
2084,Locality Bank,FL,Fort Lauderdale,Small community,358.0,1.0,98783.27660344294,33194.321968442935,164372.2312384429,121.97486863979525,5.553883026643875,0.6931471805599453,0,C — Moderate,3
2085,Premier Bank National Association,NE,Omaha,Small community,358.0,5.0,98778.90671027022,33192.51708527023,164365.29633527022,121.97233484711889,5.553883026643875,1.791759469228055,0,C — Moderate,3
2086,BankStar Financial,SD,Elkton,Small community,357.8,3.0,98735.2084326653,33174.46890766529,164295.94795766525,121.94699364960826,5.5536403362313544,1.3862943611198906,0,C — Moderate,3
2087,Legacy Bank,VA,Grundy,Small community,357.8,4.0,98728.3416686254,33171.63287362541,164285.0504636254,121.9430109206116,5.5536403362313544,1.6094379124341003,0,C — Moderate,3
2088,Exchange Bank Co.,MO,Kahoka,Small community,357.6,7.0,98669.0390202936,33147.141075293584,164190.93696529357,121.90860850926704,5.55339751012388,2.0794415416798357,0,C — Moderate,3
2089,Shell Lake State Bank,WI,Shell Lake,Small community,357.5,5.0,98638.14008831784,33134.38042831785,164141.8997483178,121.89067869645628,5.5532760461371,1.791759469228055,0,C — Moderate,3
2090,The Waggoner National Bank of Vernon,TX,Vernon,Small community,357.2,2.0,98538.89300429924,33093.395714299215,163984.3902942992,121.8330658040594,5.5529114502165084,1.0986122886681096,0,C — Moderate,3
2091,Teutopolis State Bank,IL,Teutopolis,Small community,357.1,3.0,98506.74825520162,33080.12211020161,163933.37440020157,121.81439842677034,5.552789850192782,1.3862943611198906,0,C — Moderate,3
2092,"Farmers State Bank of Alto Pass, Ill.",IL,Alto Pass,Small community,356.7,5.0,98393.4665716502,33033.34747165021,163753.58567165022,121.74858374705322,5.552303109338354,1.791759469228055,0,C — Moderate,3
2093,First National Bank of Giddings,TX,Giddings,Small community,356.7,2.0,98379.7360041321,33027.678364132094,163731.7936441321,121.740603480146,5.552303109338354,1.0986122886681096,0,C — Moderate,3
2094,First Federal Community Bank of Bucyrus,OH,Bucyrus,Small community,356.2,6.0,98238.69246731554,32969.44800731556,163507.93692731555,121.65859015393386,5.551693915127225,1.9459101490553132,0,C — Moderate,3
2095,Harvest Bank,MN,Kimball,Small community,356.2,6.0,98221.84296734372,32962.49211734375,163481.1938173438,121.64878792751314,5.551693915127225,1.9459101490553132,0,C — Moderate,3
2096,Citizens Community Bank,TN,Winchester,Small community,356.0,4.0,98178.15990829618,32944.45915829619,163411.8606582962,121.62337059476984,5.551449997972875,1.6094379124341003,0,C — Moderate,3
2097,Sterling Bank,WI,Barron,Small community,355.8,4.0,98110.45353481188,32916.51043981187,163304.3966298119,121.58396187565684,5.551205943747906,1.6094379124341003,0,C — Moderate,3
2098,The First National Bank of Mount Dora,FL,Mount Dora,Small community,354.9,3.0,97810.64568783232,32792.77220783232,162828.51916783233,121.40926399174406,5.5501059993475925,1.3862943611198906,0,C — Moderate,3
2099,Farmers & Merchants Bank,OH,Miamisburg,Small community,354.8,5.0,97787.87383765228,32783.37505265228,162792.37262265224,121.39598190299014,5.549983611159689,1.791759469228055,0,C — Moderate,3
2100,"Eastern Savings Bank, FSB",MD,Hunt Valley,Small community,354.0,3.0,97545.82620563144,32683.50226063144,162408.1501506314,121.25469001000252,5.549003262025788,1.3862943611198906,0,C — Moderate,3
2102,Citizens National Bank of Albion,IL,Albion,Small community,353.4,5.0,97345.6035014566,32600.90358645659,162090.3034164566,121.1376559339564,5.548266545170745,1.791759469228055,0,C — Moderate,3
2103,First State Bank of DeKalb County,AL,Fort Payne,Small community,352.9,5.0,97195.2972673328,32538.90698233278,161851.68755233282,121.04970536002256,5.547651658359969,1.791759469228055,0,C — Moderate,3
2104,"Texana Bank, National Association",TX,Linden,Small community,352.8,7.0,97149.45984451965,32520.00216451964,161778.91752451964,121.0228679183709,5.547528576459782,2.0794415416798357,0,C — Moderate,3
2105,United Community Bank,MN,Perham,Small community,352.4,3.0,97036.2752081439,32473.324573143887,161599.22584314388,120.95656711124812,5.547035899740011,1.3862943611198906,0,C — Moderate,3
2106,American State Bank,IA,Osceola,Small community,352.0,4.0,96925.90467321676,32427.81214821676,161423.99719821673,120.89187064717365,5.546542663478131,1.6094379124341003,0,C — Moderate,3
2107,State Street Bank and Trust Company,IL,Quincy,Small community,351.9,3.0,96888.4926983462,32412.385973346205,161364.5994233462,120.86993078412316,5.5464192668351915,1.3862943611198906,0,C — Moderate,3
2108,Flint Community Bank,GA,Albany,Small community,351.8,2.0,96861.6813334062,32401.33109840619,161322.03156840618,120.85420445423831,5.546295835121443,1.0986122886681096,0,C — Moderate,3
2109,The Pauls Valley National Bank,OK,Pauls Valley,Small community,351.2,6.0,96670.58574449638,32322.546304496373,161018.6251844963,120.74204176712814,5.545554507234065,1.9459101490553132,0,C — Moderate,3
2110,Marion Community Bank,AL,Marion,Small community,351.1,7.0,96645.02497669868,32312.00916669867,160978.04078669864,120.72702904474922,5.545430829465351,2.0794415416798357,0,C — Moderate,3
2111,Hoosier Heartland State Bank,IN,Crawfordsville,Small community,351.0,7.0,96606.99631736428,32296.332737364275,160917.65989736427,120.70468914965544,5.545307116465824,2.0794415416798357,0,C — Moderate,3
2112,Kerndt Brothers Savings Bank,IA,Lansing,Small community,351.0,6.0,96587.67063305236,32288.366383052373,160886.9748830524,120.69333430281328,5.545307116465824,1.9459101490553132,0,C — Moderate,3
2114,The Bank of Versailles,MO,Versailles,Small community,350.1,5.0,96336.45857806972,32184.82561806973,160488.09153806974,120.54561163723976,5.5441921107650325,1.791759469228055,0,C — Moderate,3
2115,Community Bank of Raymore,MO,Raymore,Small community,350.1,3.0,96308.0984782708,32173.138083270784,160443.05887327073,120.52892045886634,5.5441921107650325,1.3862943611198906,0,C — Moderate,3
2116,BankOkolona,MS,Okolona,Small community,349.3,5.0,96077.18555065624,32077.987470656222,160076.38363065623,120.39290956281351,5.543198585637647,1.791759469228055,0,C — Moderate,3
2117,"RockPointBank, National Association",TN,Chattanooga,Small community,349.3,1.0,96077.18555065624,32077.987470656222,160076.38363065623,120.39290956281351,5.543198585637647,0.6931471805599453,0,C — Moderate,3
2118,Bank of Montana,MT,Missoula,Small community,349.3,1.0,96075.0043511806,32077.08877618061,160072.91992618062,120.3916238845468,5.543198585637647,0.6931471805599453,0,C — Moderate,3
2119,Mutual Savings Bank,IN,Franklin,Small community,349.3,4.0,96068.46077121378,32074.39271121377,160062.5288312137,120.38776675699098,5.543198585637647,1.6094379124341003,0,C — Moderate,3
2120,First National Bank of Decatur County,GA,Bainbridge,Small community,349.2,6.0,96034.18532862786,32060.270918627877,160008.09973862785,120.36756048188704,5.543074235033532,1.9459101490553132,0,C — Moderate,3
2121,Ozark Bank,MO,Ozark,Small community,349.1,4.0,96024.2144334988,32056.16290349882,159992.26596349885,120.36168157563154,5.542949848814179,1.6094379124341003,0,C — Moderate,3
2122,First State Bank of Texas,TX,Orange,Small community,349.0,6.0,95981.21568534237,32038.447825342348,159923.9835453423,120.33632508836168,5.54282542695918,1.9459101490553132,0,C — Moderate,3
2123,FirstState Bank,AL,Lineville,Small community,348.3,3.0,95775.58606460194,31953.74010460195,159597.43202460196,120.2149716700264,5.541953474458237,1.3862943611198906,0,C — Moderate,3
2124,New Albin Savings Bank,IA,New Albin,Small community,348.3,1.0,95752.22079816356,31944.115963163586,159560.32563316362,120.20117278260284,5.541953474458237,0.6931471805599453,0,C — Moderate,3
2125,FMS Bank,CO,Fort Morgan,Small community,347.9,2.0,95626.36599951849,31892.2800245185,159360.4519745185,120.12681208877534,5.541454428747589,1.0986122886681096,0,C — Moderate,3
2128,Granite Bank,MN,Cold Spring,Small community,346.9,2.0,95318.93738906072,31765.684619060707,158872.1901590607,119.94492555888598,5.54020429984206,1.0986122886681096,0,C — Moderate,3
2129,Flatwater Bank,NE,Gothenburg,Small community,346.6,3.0,95247.61778663615,31736.32125163617,158758.91432163614,119.9026805682574,5.539828558377899,1.3862943611198906,0,C — Moderate,3
2130,Rivers Edge Bank,SD,Marion,Small community,346.3,5.0,95146.71713565305,31694.782260653046,158598.65201065302,119.84288174837,5.5394524915494605,1.791759469228055,0,C — Moderate,3
2131,"1st Trust Bank, Inc.",KY,Hazard,Small community,345.9,4.0,95018.10962001716,31641.842540017136,158394.37670001716,119.76660802568114,5.538950562014361,1.6094379124341003,0,C — Moderate,3
2132,Ozona Bank,TX,Ozona,Small community,345.8,7.0,94983.8576324891,31627.744202489102,158339.97106248912,119.74628377701924,5.538824988937904,2.0794415416798357,0,C — Moderate,3
2133,The Cleveland State Bank,MS,Cleveland,Small community,345.7,4.0,94962.995435837,31619.15741083698,158306.833460837,119.73390256095075,5.538699379542407,1.6094379124341003,0,C — Moderate,3
2134,"Locus Bank, Inc.",VA,Richmond,Small community,345.2,2.0,94787.07933679486,31546.757786794868,158027.40088679487,119.6294364937762,5.538070787043172,1.0986122886681096,0,C — Moderate,3
2135,Frontier Bank,SD,Sioux Falls,Small community,344.8,5.0,94669.086858228,31498.203793228,157839.96992322797,119.55930351948598,5.537567257152675,1.791759469228055,0,C — Moderate,3
2136,Kaw Valley Bank,KS,Topeka,Small community,344.5,7.0,94582.85542004684,31462.72291004685,157702.9879300468,119.50801612041796,5.537189226243645,2.0794415416798357,0,C — Moderate,3
2137,Bank of Kilmichael,MS,Kilmichael,Small community,344.3,5.0,94517.48467858476,31435.827318584765,157599.14203858477,119.46911748548068,5.536937022704674,1.791759469228055,0,C — Moderate,3
2138,Citizens First Bank,WI,Viroqua,Small community,344.2,6.0,94475.1508485062,31418.4107285062,157531.89096850617,119.44391839337328,5.536810865991542,1.9459101490553132,0,C — Moderate,3
2139,RiverHills Bank,OH,Milford,Small community,343.9,5.0,94401.06949926754,31387.934549267546,157414.20444926753,119.39980560196692,5.536432175822013,1.791759469228055,0,C — Moderate,3
2140,CLB The Community Bank,LA,Jonesville,Small community,343.9,7.0,94390.17548967132,31383.45306467131,157396.89791467128,119.39331688213557,5.536432175822013,2.0794415416798357,0,C — Moderate,3
2141,Pathway Bank,NE,Cairo,Small community,343.8,5.0,94367.76520285947,31374.234257859487,157361.29614785945,119.37996741241705,5.536305872351034,1.791759469228055,0,C — Moderate,3
2142,Phenix-Girard Bank,AL,Phenix City,Small community,343.8,4.0,94348.15647488028,31366.168074880294,157330.1448748803,119.36828525042938,5.536305872351034,1.6094379124341003,0,C — Moderate,3
2143,Sherburne State Bank,MN,Becker,Small community,343.4,4.0,94231.4431314662,31318.1603564662,157144.7259064662,119.2987219776553,5.5358002908248976,1.6094379124341003,0,C — Moderate,3
2144,Farmers and Merchants Bank of St. Clair,MO,Saint Clair,Small community,343.0,4.0,94124.0748423226,31274.001242322607,156974.1484423226,119.23468349848436,5.535294120042771,1.6094379124341003,0,C — Moderate,3
2145,"Stifel Trust Company Delaware, National Association",DE,Greenville,Small community,342.8,1.0,94062.147053398,31248.53323839798,156875.760868398,119.1977277867272,5.53504081325116,0.6931471805599453,0,C — Moderate,3
2149,"Citizens Deposit Bank of Arlington, Inc.",KY,Arlington,Small community,342.4,5.0,93934.2540232432,31195.941573243195,156672.5664732432,119.12136140972488,5.534533756005116,1.791759469228055,0,C — Moderate,3
2150,Greenville Savings Bank,PA,Greenville,Small community,342.1,3.0,93819.12850597868,31148.605605978675,156489.65140597863,119.05256603635988,5.534153074185062,1.3862943611198906,0,C — Moderate,3
2151,Community State Bank of Missouri,MO,Bowling Green,Small community,341.9,3.0,93773.39190532746,31129.801610327453,156416.98220032745,119.02522142751602,5.533899100796595,1.3862943611198906,0,C — Moderate,3
2152,Community State Bank,IA,Spencer,Small community,341.5,7.0,93640.85700259004,31075.31629759004,156206.39770759002,118.94593800424671,5.533390708017551,2.0794415416798357,0,C — Moderate,3
2153,The Havana National Bank,IL,Havana,Small community,341.0,6.0,93504.91205813015,31019.43630813017,155990.38780813015,118.86454567105034,5.532754378992498,1.9459101490553132,0,C — Moderate,3
2154,Bank of Commerce,OK,Duncan,Small community,340.7,6.0,93392.9301128118,30973.411762811807,155812.4484628118,118.7974477589058,5.532372133567877,1.9459101490553132,0,C — Moderate,3
2155,"Desjardins Bank, National Association",FL,Hallandale,Small community,340.6,2.0,93376.44459330592,30966.636638305907,155786.2525483059,118.78756586328124,5.532244643626583,1.0986122886681096,0,C — Moderate,3
2156,Midwest Independent BankersBank,MO,Jefferson City,Small community,339.5,2.0,93037.4433479313,30827.33974293131,155247.54695293133,118.58412950094892,5.530839778616521,1.0986122886681096,0,C — Moderate,3
2157,Citizens Bank of Ada,OK,Ada,Small community,339.4,3.0,93004.48038979748,30813.797574797485,155195.16320479749,118.56432488796926,5.530711837981657,1.3862943611198906,0,C — Moderate,3
2158,Traditions First Bank,TN,Erin,Small community,339.4,5.0,92986.1334010166,30806.260271016592,155166.00653101658,118.55329995810952,5.530711837981657,1.791759469228055,0,C — Moderate,3
2159,Sooner State Bank,OK,Tuttle,Small community,339.3,7.0,92956.90307545137,30794.252155451355,155119.5539954513,118.5357324397542,5.530583859645118,2.0794415416798357,0,C — Moderate,3
2160,Bank of Alma,WI,Alma,Small community,339.3,4.0,92953.79350035188,30792.97473035187,155114.61227035188,118.5338633829736,5.530583859645118,1.6094379124341003,0,C — Moderate,3
2161,Columbus State Bank,TX,Columbus,Small community,337.9,3.0,92519.13939179458,30614.455191794583,154423.8235917946,118.27224322012188,5.528788191774896,1.3862943611198906,0,C — Moderate,3
2164,First National Community Bank,WI,New Richmond,Small community,336.8,5.0,92183.13229112198,30476.50350612197,153889.76107612197,118.06950048127857,5.527372082827612,1.791759469228055,0,C — Moderate,3
2166,Security State Bank,TX,Farwell,Small community,336.0,1.0,91921.46700823048,30369.10525323046,153473.82876323047,117.9113118003108,5.526339277389844,0.6931471805599453,0,C — Moderate,3
2167,"Interamerican Bank, A FSB",FL,Miami,Small community,335.8,5.0,91884.80032856997,30354.05794356996,153415.54271356994,117.88912384341444,5.52608069180203,1.791759469228055,0,C — Moderate,3
2168,Heritage Bank,KS,Topeka,Small community,335.8,3.0,91866.77806188696,30346.66214688694,153386.8939768869,117.87821618386896,5.52608069180203,1.3862943611198906,0,C — Moderate,3
2169,First Community Bank,NE,Beemer,Small community,335.4,5.0,91734.10376623488,30292.22065623488,153175.98687623488,117.79787842310544,5.525563058270067,1.791759469228055,0,C — Moderate,3
2170,Stock Growers Bank,ND,Forman,Small community,334.8,6.0,91572.2389011772,30225.810806177175,152918.66699617717,117.699771892463,5.5247854493212225,1.9459101490553132,0,C — Moderate,3
2171,First Southern Bank,GA,Waycross,Small community,334.8,7.0,91557.94843773484,30219.948232734823,152895.94864273485,117.69110549637024,5.5247854493212225,2.0794415416798357,0,C — Moderate,3
2172,Altoona First Savings Bank,PA,Altoona,Small community,334.7,5.0,91538.68760140328,30212.046726403285,152865.32847640332,117.67942357111768,5.524655712357777,1.791759469228055,0,C — Moderate,3
2174,The First National Bank of St. Ignace,MI,St. Ignace,Small community,334.4,7.0,91452.94892360592,30176.875388605924,152729.0224586059,117.62740440201328,5.524266268766978,2.0794415416798357,0,C — Moderate,3
2175,O'Bannon Banking Company,MO,Buffalo,Small community,333.8,5.0,91254.46476265194,30095.465612651944,152413.4639126519,117.50686978728368,5.523486332343228,1.791759469228055,0,C — Moderate,3
2176,Commercial Savings Bank,IA,Carroll,Small community,333.5,2.0,91149.17674017829,30052.287475178277,152246.06600517826,117.44286798365364,5.5230958382525674,1.0986122886681096,0,C — Moderate,3
2177,"The First Trust and Savings Bank of Watseka, Illinois",IL,Watseka,Small community,333.4,2.0,91122.77829545444,30041.462305454457,152204.09428545448,117.42681421314,5.5229655954919865,1.0986122886681096,0,C — Moderate,3
2178,State Bank of Toulon,IL,Toulon,Small community,332.9,3.0,90976.5086355435,29981.486910543503,151971.5303605435,117.33781289985193,5.522313795156667,1.3862943611198906,0,C — Moderate,3
2179,Bath State Bank,IN,Bath,Small community,332.9,3.0,90973.09274921964,29980.08638921965,151966.09910921965,117.33573341037528,5.522313795156667,1.3862943611198906,0,C — Moderate,3
2180,The Colorado Bank and Trust Company of La Junta,CO,La Junta,Small community,332.9,5.0,90972.471679852,29979.83174985202,151965.11160985206,117.33535531695014,5.522313795156667,1.791759469228055,0,C — Moderate,3
2182,PCSB Bank,IA,Clarinda,Small community,332.3,7.0,90800.13531935698,29909.179714356986,151691.09092435703,117.23038167967646,5.521530341278711,2.0794415416798357,0,C — Moderate,3
2183,Patterson State Bank,LA,Patterson,Small community,332.0,3.0,90691.15491646632,29864.507776466315,151517.8020564663,117.16393864343848,5.521138083704036,1.3862943611198906,0,C — Moderate,3
2185,Douglas National Bank,GA,Douglas,Small community,331.6,1.0,90552.69037702636,29807.757127026354,151297.62362702636,117.07945161780012,5.520614521878236,0.6931471805599453,0,C — Moderate,3
2186,The National Bank of Andrews,TX,Andrews,Small community,331.4,4.0,90508.29763934371,29789.56413434369,151227.03114434367,117.0523482925634,5.520352504083318,1.6094379124341003,0,C — Moderate,3
2187,Bank of Newington,GA,Newington,Small community,331.2,4.0,90448.3851569682,29765.012146968213,151131.75816696818,117.01575715175096,5.520090328112842,1.6094379124341003,0,C — Moderate,3
2188,Reliance Bank,MN,Faribault,Small community,331.2,1.0,90434.10586970233,29759.16074970231,151109.05098970234,117.00703405938724,5.520090328112842,0.6931471805599453,0,C — Moderate,3
2189,Farmers and Merchants State Bank of Pierz,MN,Pierz,Small community,331.0,3.0,90375.12772202348,29734.993452023497,151015.26199202344,116.97099619032343,5.519827993775719,1.3862943611198906,0,C — Moderate,3
2190,First State Bank of Burnet,TX,Burnet,Small community,331.0,4.0,90368.91963810596,29732.44966810598,151005.38960810596,116.96720200842935,5.519827993775719,1.6094379124341003,0,C — Moderate,3
2191,State Bank of Newburg,WI,Newburg,Small community,330.9,2.0,90348.74355244671,29724.182557446737,150973.30454744672,116.9548699670886,5.519696767159853,1.0986122886681096,0,C — Moderate,3
2192,Commercial National Bank of Texarkana,TX,Texarkana,Small community,330.3,6.0,90168.72346675974,29650.42717175973,150687.01976175973,116.84476580713776,5.518908573691414,1.9459101490553132,0,C — Moderate,3
2193,Charles River Bank,MA,Medway,Small community,330.1,4.0,90102.3080283568,29623.219743356814,150581.39631335682,116.80411187486676,5.518645524330312,1.6094379124341003,0,C — Moderate,3
2194,New Carlisle Federal Savings Bank,OH,New Carlisle,Small community,329.8,3.0,90022.24121752962,29590.42240252962,150454.06003252964,116.75507815998904,5.5182506513085,1.3862943611198906,0,C — Moderate,3
2195,Heritage Community Bank,MO,Union,Small community,329.8,5.0,90004.86297286727,29583.30419786728,150426.42174786725,116.74443214384507,5.5182506513085,1.791759469228055,0,C — Moderate,3
2196,Altamaha Bank & Trust Company,GA,Vidalia,Small community,329.7,4.0,89975.38251022884,29571.229160228853,150379.53586022888,116.72636945681369,5.518118947143153,1.6094379124341003,0,C — Moderate,3
2197,The Citizens Bank Company,OH,Beverly,Small community,329.7,5.0,89963.59049719575,29566.399317195745,150360.78167719574,116.71914350760755,5.518118947143153,1.791759469228055,0,C — Moderate,3
2198,First State Bank of Forrest,IL,Forrest,Small community,329.5,6.0,89904.63190718091,29542.25157718092,150267.0122371809,116.6830062628566,5.517855418930028,1.9459101490553132,0,C — Moderate,3
