priority_rank,name,state,city,tier,assets_musd,offices,est_net_benefit,net_low,net_high,roi_pct,log_assets,log_offices,cluster,segment,segment_rank
133,Celtic Bank,UT,Salt Lake City,Large / regional,4965.3,1.0,1662483.3103822244,752774.8484172244,2572191.7723472244,423.74180337754376,6.695945493397065,0.6931471805599453,3,B — Strong,2
154,"Wheaton Bank & Trust, National Association",IL,Wheaton,Large / regional,4462.9,8.0,1488127.4726289215,670461.6462889217,2305793.2989689214,404.3709824306777,6.649617155732587,2.1972245773362196,3,B — Strong,2
158,State Bank of India,IL,Chicago,Large / regional,4426.2,1.0,1475413.586717167,664468.269792167,2286358.903642168,402.90642543583897,6.646031033842023,0.6931471805599453,3,B — Strong,2
163,First Business Bank,WI,Madison,Large / regional,4321.0,5.0,1438965.075029079,647293.4264590794,2230636.723599079,398.6654092259352,6.6355842663112306,1.791759469228055,3,B — Strong,2
165,Texas Exchange Bank,TX,Crowley,Large / regional,4272.3,2.0,1422089.475579287,639345.161099287,2204833.790059288,396.6800199450987,6.6306617411576845,1.0986122886681096,3,B — Strong,2
166,Sunwest Bank,UT,Sandy,Large / regional,4270.1,9.0,1421333.1806387024,638989.0077187023,2203677.3535587024,396.5907133218069,6.630438045736887,2.302585092994046,3,B — Strong,2
171,"NATIONAL COOPERATIVE BANK, N.A.",OH,Hillsboro,Large / regional,4148.0,1.0,1379053.702997031,619086.4941020308,2139020.911892031,391.5521595765934,6.617838747717004,0.6931471805599453,3,B — Strong,2
173,"John Deere Financial, f.s.b.",WI,Middleton,Large / regional,4106.7,1.0,1364778.3302697826,612370.0226297824,2117186.6379097826,389.8300611636896,6.613492978211986,0.6931471805599453,3,B — Strong,2
175,Mizuho Bank (USA),NY,New York,Large / regional,4050.1,4.0,1345194.7986796238,603159.0250496239,2087230.572309624,387.4499691072715,6.607465746402825,1.6094379124341003,3,B — Strong,2
192,Sumitomo Mitsui Trust Bank (U.S.A.) Limited,NJ,Hoboken,Large / regional,3808.1,1.0,1261574.3875992384,563868.3992942384,1959280.3759042383,377.0463580295964,6.5807083443547585,0.6931471805599453,3,B — Strong,2
195,The Bank of East Asia Ltd.,NY,New York,Large / regional,3791.2,1.0,1255723.2170040233,561121.623659023,1950324.8103490232,376.3031172267173,6.578776695691345,0.6931471805599453,3,B — Strong,2
196,"Capital Bank, National Association",MD,Rockville,Large / regional,3756.4,8.0,1243720.3796319186,555488.0725469186,1931952.6867169188,374.7719466565978,6.574771831875029,2.1972245773362196,3,B — Strong,2
211,"St. Charles Bank & Trust Company, National Association",IL,Saint Charles,Large / regional,3542.8,10.0,1170026.2170081018,520932.1150081018,1819120.3190081017,365.1710603026358,6.549346636005761,2.3978952727983707,3,B — Strong,2
216,"Village Bank and Trust, National Association",IL,Arlington Heights,Large / regional,3466.6,8.0,1143776.0551042769,508637.25643927685,1778914.853769277,361.6639085912103,6.539903732681851,2.1972245773362196,3,B — Strong,2
218,First Carolina Bank,NC,Rocky Mount,Large / regional,3418.3,9.0,1127126.2573736743,500842.97251867474,1753409.5422286745,359.4143657269196,6.5338101750105695,2.302585092994046,3,B — Strong,2
221,Banco do Brasil Americas,FL,Miami,Large / regional,3393.8,4.0,1118683.0862055356,496891.6835055356,1740474.4889055355,358.26600521456254,6.530686245331194,1.6094379124341003,3,B — Strong,2
231,Stearns Bank National Association,MN,Saint Cloud,Large / regional,3296.5,7.0,1085182.5527815588,481222.1835265587,1689142.9220365589,353.6576808076756,6.518053080079722,2.0794415416798357,3,B — Strong,2
234,"MVB Bank, Inc",WV,Fairmont,Large / regional,3277.2,7.0,1078540.4022133313,478116.9985333312,1678963.8058933313,352.7339065913859,6.515502946187358,2.0794415416798357,3,B — Strong,2
248,Monet Bank,TX,Plano,Large / regional,3168.6,6.0,1041211.4953759762,460676.07994597626,1621746.910805976,347.47781344566573,6.500867417872138,1.9459101490553132,3,B — Strong,2
251,"North American Savings Bank, F.S.B.",MO,Grandview,Large / regional,3155.8,10.0,1036810.9083233492,458621.19453834894,1615000.6221083484,346.8507981384531,6.499109471835013,2.3978952727983707,3,B — Strong,2
252,"Libertyville Bank & Trust Company, National Association",IL,Libertyville,Large / regional,3154.3,8.0,1036286.7739105384,458376.4630005384,1614197.084820538,346.7760109907788,6.498902995951865,2.1972245773362196,3,B — Strong,2
258,Quad City Bank and Trust Company,IA,Bettendorf,Large / regional,3092.7,5.0,1015121.1805405112,448496.7304155112,1581745.6306655111,343.73682418893594,6.490337794344103,1.791759469228055,3,B — Strong,2
268,TIB National Association,TX,Farmers Branch,Mid-size / multi-branch,2999.7,5.0,983185.4677426268,433601.11190762656,1532769.823577626,339.0784511453323,6.4770778230998545,1.791759469228055,3,B — Strong,2
270,Habib American Bank,NY,New York,Mid-size / multi-branch,2977.1,6.0,975434.7352476958,429988.1069726958,1520881.363522696,337.93425526166993,6.4737934227282805,1.9459101490553132,3,B — Strong,2
284,Susser Bank,TX,Dallas,Mid-size / multi-branch,2902.0,11.0,949661.6689892692,417980.1668792693,1481343.1710992688,334.0898915785465,6.462697408101717,2.4849066497880004,3,B — Strong,2
285,West Coast Community Bank,CA,Santa Cruz,Mid-size / multi-branch,2895.0,10.0,947277.4147306476,416869.8065156475,1477685.0229456476,333.73111001005014,6.461648568063455,2.3978952727983707,3,B — Strong,2
289,Cedar Rapids Bank and Trust Company,IA,Cedar Rapids,Mid-size / multi-branch,2866.8,9.0,937602.1095034236,412364.82858842384,1462839.3904184245,332.26959817994964,6.457397395797503,2.302585092994046,3,B — Strong,2
293,Lakeside Bank,IL,Chicago,Mid-size / multi-branch,2858.8,11.0,934870.0467182894,411092.9893532894,1458647.1040832896,331.855270479278,6.45618377342913,2.4849066497880004,3,B — Strong,2
295,U. S. Century Bank,FL,Doral,Mid-size / multi-branch,2842.5,10.0,929284.1991552672,408492.9966452671,1450075.4016652668,331.0058934599978,6.453700473359772,2.3978952727983707,3,B — Strong,2
299,Avidia Bank,MA,Hudson,Mid-size / multi-branch,2802.4,10.0,915529.1970158718,402092.6110358718,1428965.7829958715,328.90120816156553,6.447530124309636,2.3978952727983707,3,B — Strong,2
305,State Bank of Texas,TX,Irving,Mid-size / multi-branch,2764.7,7.0,902625.5472588934,396091.0367588934,1409160.0577588931,326.9095100629527,6.441648012525648,2.0794415416798357,3,B — Strong,2
308,"Sunrise Banks, National Association",SD,Sioux Falls,Mid-size / multi-branch,2734.2,5.0,892174.2227815362,391231.98372653616,1393116.461836536,325.2838014497139,6.4368302789660925,1.791759469228055,3,B — Strong,2
315,CalPrivate Bank,CA,La Jolla,Mid-size / multi-branch,2693.5,7.0,878238.5335097505,384755.70996475057,1371721.357054751,323.09826117531907,6.430316979881974,2.0794415416798357,3,B — Strong,2
316,"State Bank of the Lakes, National Association",IL,Antioch,Mid-size / multi-branch,2689.6,10.0,876909.7600711472,384138.3603711472,1369681.159771147,322.8887879741906,6.429687696095396,2.3978952727983707,3,B — Strong,2
318,Lead Bank,MO,Kansas City,Mid-size / multi-branch,2680.8,2.0,873916.0271799116,382747.5755149116,1365084.4788449118,322.4161464882976,6.428264414827215,1.0986122886681096,3,B — Strong,2
319,Georgia Banking Company,GA,Atlanta,Mid-size / multi-branch,2675.8,10.0,872185.7491887795,381943.8157787794,1362427.6825987794,322.1425333203913,6.42745364940132,2.3978952727983707,3,B — Strong,2
320,Tradition Capital Bank,MN,Wayzata,Mid-size / multi-branch,2675.7,4.0,872146.0602934505,381925.3798234506,1362366.7407634505,322.136253405836,6.427437418644263,1.6094379124341003,3,B — Strong,2
322,Interaudi Bank,NY,New York,Mid-size / multi-branch,2661.1,2.0,867158.6508377607,379608.8786377606,1354708.4230377604,321.3457373642179,6.425061194969342,1.0986122886681096,3,B — Strong,2
323,"Beverly Bank & Trust Company, National Association",IL,Chicago,Mid-size / multi-branch,2658.6,8.0,866311.9835764265,379215.66850142647,1353408.298651426,321.2112685978796,6.4246530004152556,2.1972245773362196,3,B — Strong,2
332,KS StateBank,KS,Manhattan,Mid-size / multi-branch,2586.6,6.0,841684.4280867947,367783.4405267946,1315585.4156467947,317.26493935010444,6.412729273237532,1.9459101490553132,3,B — Strong,2
333,Western State Bank,ND,Devils Lake,Mid-size / multi-branch,2585.3,10.0,841246.9088784092,367580.4365184092,1314913.3812384089,317.19421022935427,6.41251094618621,2.3978952727983707,3,B — Strong,2
338,Meridian Bank,PA,Wayne,Mid-size / multi-branch,2575.1,7.0,837771.2459607626,365967.8869357627,1309574.6049857624,316.63155251176244,6.41079409885485,2.0794415416798357,3,B — Strong,2
339,Avidbank,CA,San Jose,Mid-size / multi-branch,2572.2,3.0,836765.7734402227,365501.4329452227,1308030.1139352226,316.46852108198675,6.410304733894276,1.3862943611198906,3,B — Strong,2
355,Cogent Bank,FL,Orlando,Mid-size / multi-branch,2444.8,10.0,793269.4562370059,345340.29421700595,1241198.6182570062,309.30040392310684,6.388243336895596,2.3978952727983707,3,B — Strong,2
356,"Horizon Bank, SSB",TX,Austin,Mid-size / multi-branch,2435.0,6.0,789925.3745563399,343791.71953633986,1236059.02957634,308.73966603160795,6.386498965550653,1.9459101490553132,3,B — Strong,2
360,"Esquire Bank, National Association",NY,Jericho,Mid-size / multi-branch,2405.1,3.0,779716.4540693844,339065.5079243843,1220367.4002143843,307.018985290413,6.38113313831705,1.3862943611198906,3,B — Strong,2
364,"Schaumburg Bank & Trust Company, National Association",IL,Schaumburg,Mid-size / multi-branch,2394.3,7.0,776017.608243877,337353.62877387693,1214681.587713877,306.3922305713916,6.379178565528129,2.0794415416798357,3,B — Strong,2
366,Hanover Community Bank,NY,Garden City Park,Mid-size / multi-branch,2369.4,10.0,767532.1059910086,333427.4317960086,1201636.7801860084,304.9476079009877,6.374638384120188,2.3978952727983707,3,B — Strong,2
370,John Marshall Bank,VA,Reston,Mid-size / multi-branch,2348.7,8.0,760473.9660027187,330162.7583827187,1190785.1736227188,303.7386886344814,6.370827547784376,2.1972245773362196,3,B — Strong,2
371,Coastal States Bank,SC,Hilton Head Island,Mid-size / multi-branch,2346.2,11.0,759617.4345696961,329766.6462446961,1189468.2228946963,303.5915256026102,6.370365030453921,2.4849066497880004,3,B — Strong,2
374,FVCbank,VA,Fairfax,Mid-size / multi-branch,2330.9,8.0,754429.755505302,327367.86591030203,1181491.6451003023,302.6980866541551,6.3675236418690195,2.1972245773362196,3,B — Strong,2
379,Cashmere Valley Bank,WA,Cashmere,Mid-size / multi-branch,2301.0,12.0,744230.5099568872,322653.3446018872,1165807.6753118872,300.93075835163523,6.361916618668643,2.5649493574615367,3,B — Strong,2
384,Think Mutual Bank,MN,Rochester,Mid-size / multi-branch,2272.5,9.0,734528.6716929746,318170.75204297464,1150886.5913429745,299.2361179549573,6.356503891894005,2.302585092994046,3,B — Strong,2
389,"Golden Bank, National Association",TX,Houston,Mid-size / multi-branch,2248.8,11.0,726456.5607115444,314442.6687115444,1138470.4527115442,297.81590769396314,6.3519508325993845,2.4849066497880004,3,B — Strong,2
391,Texas Community Bank,TX,Laredo,Mid-size / multi-branch,2240.7,11.0,723702.8997719608,313171.2171219608,1134234.5824219603,297.32926844460843,6.350383714158389,2.4849066497880004,3,B — Strong,2
393,Maspeth Federal Savings and Loan Association,NY,Maspeth,Mid-size / multi-branch,2227.9,8.0,719345.3183840727,311159.5205940728,1127531.1161740727,296.5569077463352,6.347895693493232,2.1972245773362196,3,B — Strong,2
395,MainStreet Bank,VA,Fairfax,Mid-size / multi-branch,2220.5,7.0,716820.7639372898,309994.23823229,1123647.2896422895,296.108160881487,6.346450777509695,2.0794415416798357,3,B — Strong,2
398,Parke Bank,NJ,Sewell,Mid-size / multi-branch,2212.5,8.0,714114.1064318413,308745.05605184124,1119483.156811841,295.6259928590964,6.344883279369863,2.1972245773362196,3,B — Strong,2
399,Omb Bank,MO,Springfield,Mid-size / multi-branch,2205.9,10.0,711852.7206189795,307701.5003439795,1116003.9408939795,295.2223069711709,6.343585820691403,2.3978952727983707,3,B — Strong,2
403,Luana Savings Bank,IA,Luana,Mid-size / multi-branch,2198.5,6.0,709327.5791488335,306536.3638188335,1112118.7944788337,294.7706294332788,6.342126469955725,1.9459101490553132,3,B — Strong,2
407,First Bank Chicago,IL,Highland Park,Mid-size / multi-branch,2161.4,4.0,696713.326988994,300718.105653994,1092708.548323994,292.49975590009905,6.334735147131833,1.6094379124341003,3,B — Strong,2
408,Central Bank,UT,Provo,Mid-size / multi-branch,2149.1,13.0,692537.3719328244,298792.7636578244,1086281.980207824,291.74256686638546,6.332256624164205,2.639057329615259,3,B — Strong,2
409,"Crystal Lake Bank and Trust Company, National Association",IL,Crystal Lake,Mid-size / multi-branch,2148.7,6.0,692401.7440345971,298730.23854459706,1086073.249524597,291.717928909784,6.332175783830423,1.9459101490553132,3,B — Strong,2
410,"CFBank, National Association",OH,Columbus,Mid-size / multi-branch,2143.5,7.0,690625.3971123605,297911.3732123605,1083339.4210123606,291.3949734962022,6.331123487846652,2.0794415416798357,3,B — Strong,2
416,One Florida Bank,FL,Orlando,Mid-size / multi-branch,2119.3,6.0,682431.0111818889,294134.8505768888,1070727.1717868885,289.8986902277185,6.326192438127772,1.9459101490553132,3,B — Strong,2
419,Citizens National Bank of Texas,TX,Waxahachie,Mid-size / multi-branch,2110.0,12.0,679239.0723515499,292664.21667154995,1065813.9280315498,289.31293813917387,6.324282455297693,2.5649493574615367,3,B — Strong,2
423,Thomasville National Bank,GA,Thomasville,Mid-size / multi-branch,2095.2,4.0,674241.928286698,290362.34847169794,1058121.5081016978,288.3925961458604,6.321225485417176,1.6094379124341003,3,B — Strong,2
427,Regent Bank,OK,Tulsa,Mid-size / multi-branch,2072.9,7.0,666654.0690078303,286868.24515283026,1046439.8928628302,286.987275527128,6.316578351541171,2.0794415416798357,3,B — Strong,2
431,Oakworth Capital Bank,AL,Birmingham,Mid-size / multi-branch,2041.3,4.0,655915.155236221,281925.52112122107,1029904.789351221,284.9819039827357,6.309906835568681,1.6094379124341003,3,B — Strong,2
433,"American Commercial Bank & Trust, National Association",IL,Ottawa,Mid-size / multi-branch,2035.3,11.0,653879.375872248,280988.848542248,1026769.9032022476,284.5995348495822,6.308628432599052,2.4849066497880004,3,B — Strong,2
434,The Village Bank,MA,Newton,Mid-size / multi-branch,2033.8,11.0,653399.2191089699,280767.9410039698,1026030.4972139698,284.5092458987719,6.308308242998225,2.4849066497880004,3,B — Strong,2
435,"Pibank, National Association",FL,Miami,Mid-size / multi-branch,2028.9,2.0,651737.2465765504,280003.35554155044,1023471.1376115504,284.1964207755403,6.307260642145005,1.0986122886681096,3,B — Strong,2
436,NorthEast Community Bank,NY,White Plains,Mid-size / multi-branch,2019.8,12.0,648648.1105101992,278582.39205019927,1018713.8289701992,283.6136970378939,6.305308367864144,2.5649493574615367,3,B — Strong,2
437,Florence Bank,MA,Florence,Mid-size / multi-branch,2017.7,13.0,647906.8519836108,278241.4582986108,1017572.2456686108,283.47362175794854,6.3048565939970285,2.639057329615259,3,B — Strong,2
441,Yakima Federal Savings and Loan Association,WA,Yakima,Mid-size / multi-branch,2011.5,10.0,645833.8395986601,277288.0727786601,1014379.60641866,283.0813758261726,6.30352003690728,2.3978952727983707,3,B — Strong,2
443,Bankesb,MA,Easthampton,Mid-size / multi-branch,2009.1,11.0,645000.4173178711,276904.80975287105,1013096.0248828712,282.92346718873927,6.303001553655842,2.4849066497880004,3,B — Strong,2
448,Commonwealth Business Bank,CA,Los Angeles,Mid-size / multi-branch,1990.9,12.0,638815.395324241,274061.0797142411,1003569.7109342412,281.74775726758,6.2990494465975395,2.5649493574615367,3,B — Strong,2
451,Beneficial State Bank,CA,Oakland,Mid-size / multi-branch,1973.8,9.0,633034.2532977693,271403.93665276933,994664.5699427696,280.6426472400996,6.295303144637152,2.302585092994046,3,B — Strong,2
452,Shinhan Bank America,NY,New York,Mid-size / multi-branch,1972.8,14.0,632695.5922435874,271248.3073835873,994142.8771035871,280.5777226949338,6.295083059251656,2.70805020110221,3,B — Strong,2
456,Signature Bank,IL,Rosemont,Mid-size / multi-branch,1950.4,3.0,625108.2003365632,267762.36646656314,982454.0342065633,279.11766242376126,6.290123688274306,1.3862943611198906,3,B — Strong,2
459,Bank 7,OK,Oklahoma City,Mid-size / multi-branch,1944.1,12.0,622956.4787581007,266774.0601381008,979138.8973781008,278.7016736848909,6.288718600266807,2.5649493574615367,3,B — Strong,2
461,"Planters Bank, Inc.",KY,Hopkinsville,Mid-size / multi-branch,1932.5,13.0,619024.3340009942,264968.3086709943,973080.3593309944,277.93925233054824,6.2861195025903625,2.639057329615259,3,B — Strong,2
464,South Atlantic Bank,SC,Myrtle Beach,Mid-size / multi-branch,1929.2,12.0,617926.4117507886,264464.18623578857,971388.6372657886,277.7258540773836,6.285377253249845,2.5649493574615367,3,B — Strong,2
468,Mission Bank,CA,Bakersfield,Mid-size / multi-branch,1919.4,8.0,614594.7347563311,262934.61198133114,966254.8575313312,277.0768989701604,6.28316549046775,2.1972245773362196,3,B — Strong,2
475,North Dallas Bank & Trust Co.,TX,Dallas,Mid-size / multi-branch,1880.4,6.0,601383.3220494802,256872.2485744801,945894.39552448,274.4826041344664,6.2742502425162145,1.9459101490553132,3,B — Strong,2
478,FirstBank Southwest,TX,Amarillo,Mid-size / multi-branch,1862.4,13.0,595295.6313605089,254080.4125205088,936510.8502005088,273.2757007241304,6.270072962969794,2.639057329615259,3,B — Strong,2
479,Bank of New England,NH,Salem,Mid-size / multi-branch,1848.4,9.0,590555.8315761465,251907.4548861466,929204.2082661464,272.3308995546837,6.266795959846667,2.302585092994046,3,B — Strong,2
480,Embassy Bank for the Lehigh Valley,PA,Bethlehem,Mid-size / multi-branch,1843.1,10.0,588775.58559829,251091.46945328996,926459.70174329,271.9748653459999,6.265548899120325,2.3978952727983707,3,B — Strong,2
483,Security National Bank of Omaha,NE,Omaha,Mid-size / multi-branch,1836.2,14.0,586444.5755133773,250023.17714837723,922865.9738783774,271.50770803163107,6.263919983055772,2.70805020110221,3,B — Strong,2
485,North Easton Savings Bank,MA,South Easton,Mid-size / multi-branch,1834.4,14.0,585846.9883132101,249749.3308532101,921944.64577321,271.3877668902704,6.2634940417218825,2.70805020110221,3,B — Strong,2
486,Kennebec Savings Bank,ME,Augusta,Mid-size / multi-branch,1828.1,8.0,583691.167338031,248761.50550303105,918620.8291730308,270.9544649368239,6.261999948651827,2.1972245773362196,3,B — Strong,2
487,Legacy Bank & Trust Company,MO,Mountain Grove,Mid-size / multi-branch,1827.4,9.0,583468.6670946308,248659.56072963084,918277.7734596308,270.9096897918335,6.261833620575751,2.302585092994046,3,B — Strong,2
489,First Citizens Bank,IA,Mason City,Mid-size / multi-branch,1822.8,8.0,581902.1114048141,247941.84013481403,915862.3826748142,270.5941523115208,6.260739019910411,2.1972245773362196,3,B — Strong,2
490,First Commerce Bank,NJ,Lakewood,Mid-size / multi-branch,1820.5,11.0,581117.3620894207,247582.33283442067,914652.3913444204,270.43589615661483,6.260190683269963,2.4849066497880004,3,B — Strong,2
492,First State Bank,TX,Gainesville,Mid-size / multi-branch,1814.1,14.0,578983.0543383746,246604.66137837476,911361.4472983746,270.0048341897751,6.258661223325604,2.70805020110221,3,B — Strong,2
497,Androscoggin Savings Bank,ME,Lewiston,Mid-size / multi-branch,1779.6,10.0,567311.8581656617,241260.7952306617,893362.9211006615,267.630648434259,6.2503223970760065,2.3978952727983707,3,B — Strong,2
498,American Bank of Commerce,TX,Wolfforth,Mid-size / multi-branch,1777.2,13.0,566497.675854997,240888.16106999692,892107.1906399969,267.4639396158173,6.249736304568834,2.639057329615259,3,B — Strong,2
500,The Adirondack Trust Company,NY,Saratoga Springs,Mid-size / multi-branch,1763.3,13.0,561800.4751153486,238738.7481203486,884862.2021103485,266.49934934128987,6.24632620751237,2.639057329615259,3,B — Strong,2
501,Foresight Bank,IL,Winnebago,Mid-size / multi-branch,1757.5,14.0,559845.4236113799,237844.32825138,881846.5189713801,266.0964496836222,6.244895333691861,2.70805020110221,3,B — Strong,2
502,First State Bank of Uvalde,TX,Uvalde,Mid-size / multi-branch,1755.8,8.0,559256.1480350618,237574.76285006176,880937.5332200617,265.9748459796343,6.244475044689012,2.1972245773362196,3,B — Strong,2
503,Climate First Bank,FL,Saint Petersburg,Mid-size / multi-branch,1751.1,3.0,557675.8398553373,236851.9008703373,878499.7788403372,265.6483526546484,6.243310948029823,1.3862943611198906,3,B — Strong,2
504,Cornerstone Bank,ND,Fargo,Mid-size / multi-branch,1750.4,13.0,557444.2084755747,236745.95498057472,878142.4619705747,265.60045089404696,6.243137304653337,2.639057329615259,3,B — Strong,2
505,Community State Bank,IA,Ankeny,Mid-size / multi-branch,1740.1,10.0,553980.5752335477,235161.9244235478,872799.2260435477,264.88274125116254,6.240574207018384,2.3978952727983707,3,B — Strong,2
506,Chelsea Groton Bank,CT,Groton,Mid-size / multi-branch,1737.5,14.0,553074.8583610394,234747.77339603944,871401.9433260397,264.694622618279,6.239924813262151,2.70805020110221,3,B — Strong,2
507,Availa Bank,IA,Carroll,Mid-size / multi-branch,1737.0,15.0,552924.9791502102,234679.2416452102,871170.71665521,264.66347473893046,6.239799818447098,2.772588722239781,3,B — Strong,2
508,"The Security National Bank of Sioux City, Iowa",IA,Sioux City,Mid-size / multi-branch,1736.2,10.0,552644.8030591991,234551.13400419915,870738.4721141991,264.605235032978,6.239599751885042,2.3978952727983707,3,B — Strong,2
511,"Servbank, National Association",IL,Oswego,Mid-size / multi-branch,1717.9,8.0,546472.9830731658,231729.76672316573,861216.1994231658,263.31780477968107,6.234997879686031,2.1972245773362196,3,B — Strong,2
512,"Waterford Bank, N.A.",OH,Toledo,Mid-size / multi-branch,1717.6,4.0,546372.0899356202,231683.65487062023,861060.5250006203,263.2966866034131,6.234922031428193,1.6094379124341003,3,B — Strong,2
517,First National Bank of Central Texas,TX,Waco,Mid-size / multi-branch,1697.2,6.0,539507.0465862172,228546.8535562172,850467.239616217,261.85423380779025,6.229733023094578,1.9459101490553132,3,B — Strong,2
519,Sutton Bank,OH,Attica,Mid-size / multi-branch,1683.3,9.0,534815.2562021363,226403.95025213624,843226.5621521361,260.8620905532101,6.226161523423119,2.302585092994046,3,B — Strong,2
520,Independent Bank,TN,Memphis,Mid-size / multi-branch,1678.8,12.0,533301.6372794851,225712.7834644852,840890.4910944852,260.54090529572267,6.224998960539453,2.5649493574615367,3,B — Strong,2
523,Cape & Coast Bank,MA,Yarmouth Port,Mid-size / multi-branch,1672.9,11.0,531296.6205375795,224797.34632757955,837795.8947475796,260.11460650093034,6.22346998116192,2.4849066497880004,3,B — Strong,2
525,East Cambridge Savings Bank,MA,Cambridge,Mid-size / multi-branch,1668.5,12.0,529822.4321412225,224124.3571262225,835520.5071562226,259.8005562838829,6.222326210990811,2.5649493574615367,3,B — Strong,2
530,The Nodaway Valley Bank,MO,Maryville,Mid-size / multi-branch,1651.5,10.0,524101.917844086,221513.551024086,826690.2846640861,258.57692685402304,6.217878578027433,2.3978952727983707,3,B — Strong,2
531,Everett Co-operative Bank,MA,Everett,Mid-size / multi-branch,1650.0,3.0,523575.5702226157,221273.3852326157,825877.7552126156,258.4639396314897,6.217483944213907,1.3862943611198906,3,B — Strong,2
533,Waukesha State Bank,WI,Waukesha,Mid-size / multi-branch,1633.6,15.0,518046.9452463071,218751.31840630708,817342.572086307,257.2730241629837,6.213145724742835,2.772588722239781,3,B — Strong,2
534,Signature Bank of Arkansas,AR,Fayetteville,Mid-size / multi-branch,1628.3,11.0,516272.537548996,217942.08732899596,814602.9877689958,256.88919091386026,6.211734422876027,2.4849066497880004,3,B — Strong,2
535,Bluestone Bank,MA,Raynham,Mid-size / multi-branch,1627.2,12.0,515893.29585626384,217769.1457262638,814017.4459862637,256.8070524962982,6.211440935578669,2.5649493574615367,3,B — Strong,2
538,Old Dominion National Bank,VA,Charlottesville,Mid-size / multi-branch,1620.6,6.0,513691.1150615552,216765.0078165552,810617.2223065553,256.3293760810243,6.209675834571095,1.9459101490553132,3,B — Strong,2
539,Bankhometown,MA,Oxford,Mid-size / multi-branch,1620.5,15.0,513643.6330342223,216743.3591042223,810543.9069642222,256.3190632526886,6.209649035368229,2.772588722239781,3,B — Strong,2
541,BankSouth,GA,Greensboro,Mid-size / multi-branch,1617.8,10.0,512725.6758208376,216324.84598083756,809126.5056608375,256.1195759880358,6.208924831080264,2.3978952727983707,3,B — Strong,2
542,Main Street Bank,MA,Marlborough,Mid-size / multi-branch,1612.1,6.0,510808.782827834,215450.995982834,806166.5696728339,255.70231381657968,6.207391977978488,1.9459101490553132,3,B — Strong,2
545,Bank of Travelers Rest,SC,Travelers Rest,Mid-size / multi-branch,1602.1,10.0,507434.5152202282,213913.09232022817,800955.9381202282,254.96553515175225,6.2046896204203605,2.3978952727983707,3,B — Strong,2
552,Benchmark Bank,TX,Plano,Mid-size / multi-branch,1585.6,8.0,501895.8507609537,211389.59711595363,792402.1044059538,253.74977800114223,6.2001936371412,2.1972245773362196,3,B — Strong,2
553,Community Bank,PA,Carmichaels,Mid-size / multi-branch,1583.0,14.0,501031.0916240513,210995.70052905133,791066.4827190512,253.5592374092122,6.199480914862356,2.70805020110221,3,B — Strong,2
555,Farmers State Bank,IA,Waterloo,Mid-size / multi-branch,1579.5,8.0,499850.1200557806,210457.81361078055,789242.4265007806,253.29870484153528,6.198519630241168,2.1972245773362196,3,B — Strong,2
556,"Bonvenu Bank, National Association",LA,Bossier City,Mid-size / multi-branch,1578.9,14.0,499641.52510461374,210362.81195961384,788920.2382496139,253.25264875623773,6.19835462473694,2.70805020110221,3,B — Strong,2
559,Newburyport Five Cents Savings Bank,MA,Newburyport,Mid-size / multi-branch,1576.5,12.0,498846.1995529401,210000.60666794013,787691.7924379399,253.0769417244206,6.197693975083923,2.5649493574615367,3,B — Strong,2
560,Northfield Savings Bank,VT,Northfield,Mid-size / multi-branch,1576.1,13.0,498683.3716470932,209926.45482209316,787440.288472093,253.0409483728277,6.197583769035777,2.639057329615259,3,B — Strong,2
561,The Citizens Bank,AR,Batesville,Mid-size / multi-branch,1574.7,16.0,498214.74674597103,209713.0484159711,786716.4450759711,252.93731891058124,6.197197827487803,2.833213344056216,3,B — Strong,2
563,Sterling Bank,MO,Poplar Bluff,Mid-size / multi-branch,1571.9,16.0,497285.27827194985,209289.80298694983,785280.7535569498,252.73160815590649,6.196424913949195,2.833213344056216,3,B — Strong,2
564,FFB Bank,CA,Fresno,Mid-size / multi-branch,1571.5,3.0,497138.9503298036,209223.1735698036,785054.7270898035,252.699201793206,6.196314385353599,1.3862943611198906,3,B — Strong,2
566,International Finance Bank,FL,Miami,Mid-size / multi-branch,1565.8,3.0,495218.99291249184,208349.00737249185,782088.9784524918,252.27347110019184,6.194736288728695,1.3862943611198906,3,B — Strong,2
567,US Metro Bank,CA,Garden Grove,Mid-size / multi-branch,1563.1,11.0,494335.45258080086,207946.77284580085,780724.1323158009,252.0772236090895,6.193986763085695,2.4849066497880004,3,B — Strong,2
569,Providence Bank & Trust,IL,South Holland,Mid-size / multi-branch,1562.1,16.0,493989.71925261774,207789.3845376178,780190.0539676177,252.00037399628923,6.193708832395354,2.833213344056216,3,B — Strong,2
570,Troy Bank & Trust Company,AL,Troy,Mid-size / multi-branch,1560.8,13.0,493543.4393522523,207586.23094225227,779500.6477622523,251.90112733013277,6.1933472563864616,2.639057329615259,3,B — Strong,2
571,Exchange Bank,NE,Kearney,Mid-size / multi-branch,1559.5,8.0,493100.8722610279,207384.77479102797,778816.9697310281,251.8026533431181,6.192985379093162,2.1972245773362196,3,B — Strong,2
572,Deerwood Bank,MN,Waite Park,Mid-size / multi-branch,1558.0,14.0,492602.8321465453,207158.0760915453,778047.5882015452,251.6917730456824,6.192567453336546,2.70805020110221,3,B — Strong,2
